name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,'Sex',4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,,,1.0,1.0,DecisionTree,0.2078949345455952,0.2109944331970184,0.2109673319084022,0.2106024878187424,0.2106024878187424,0.2095435206891386,0.2064562022057852,0.2109944331970184
abalone,'Sex',4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2245983362717136,0.2189492863890865,0.2173839145022366,0.2204479415444601,0.2182900161072957,0.2268150988360551,0.2255601555891864,0.2189492863890865
abalone,'Sex',4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,,,1.0,1.0,KNN,0.1972336770465144,0.194958812456376,0.1911227895835287,0.1963840176713353,0.1992404396573042,0.2018698505032125,0.1939066450849354,0.194958812456376
abalone,'Sex',4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,,,1.0,1.0,RandomForest,0.2183278922047547,0.2175187279242298,0.2183463212575818,0.217737606964719,0.21773876898866,0.2191317507248067,0.2169835849318868,0.2153536682719215
abalone,'Sex',4177,0.4989,0.3722,1.2306,0.0014,0.6645,1.0949,4.1315,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.5013,0.3716,1.1835,0.0014,0.6648,1.0954,1.5376,1.0,0.0,,,1.0,1.0,SVC,0.2064271262663035,0.2166944694080484,0.2065223305871862,0.197825713214063,0.197825713214063,0.2017011986350697,0.2081767720999258,0.2166944694080484
abalone,'Sex',4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,,,1.0,1.0,DecisionTree,0.2092019251794381,0.2129057059230197,0.2072355562867858,0.2095147172110762,0.2098829461808286,0.21157489225711,0.2095863002330743,0.2129057059230197
abalone,'Sex',4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2190950269324789,0.2163627046190218,0.2204983016608407,0.218391685119944,0.2183556734149816,0.2202649803609063,0.2210716245199952,0.2163627046190218
abalone,'Sex',4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,,,1.0,1.0,KNN,0.1882254617221877,0.1901087248612264,0.1973267204966653,0.1818851392059423,0.1830583632742101,0.1949339027402508,0.1863643170532572,0.1901087248612264
abalone,'Sex',4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,,,1.0,1.0,RandomForest,0.2195567069211422,0.2152077827975282,0.2141541218568782,0.2166073254958831,0.2143173606260544,0.218419712055345,0.2126083833033786,0.2168176012350879
abalone,'Sex',4177,0.4429,0.3717,1.1948,0.0013,0.6647,1.0953,2.2019,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.4434,0.3587,1.1583,0.0013,0.6657,1.0968,3.88,1.0,0.0,,,1.0,1.0,SVC,0.2075693780311522,0.2047090680705628,0.2007255865925105,0.2140586942445868,0.2144341514591519,0.2172269037863242,0.2101289160159793,0.2047090680705628
abalone,'Sex',4177,0.4077,0.3614,1.1389,0.0012,0.6657,1.0969,1.5383,1.0,0.0,,,1.0,1.0,DecisionTree,0.2175819318847426,0.2141945229691424,0.2077214818948266,0.2099490841289383,0.209010684757852,0.2180350899232102,0.210096248260389,0.2141945229691424
abalone,'Sex',4177,0.4077,0.3614,1.1389,0.0012,0.6657,1.0969,1.5383,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2172683950299068,0.2163595630091462,0.2248617853385227,0.2181870398396192,0.2183631219883481,0.2224892939408088,0.2198142590950124,0.2163595630091462
abalone,'Sex',4177,0.4077,0.3614,1.1389,0.0012,0.6657,1.0969,1.5383,1.0,0.0,,,1.0,1.0,KNN,0.1908845970046516,0.1907557455708831,0.1875254159128348,0.190878312541363,0.1893195744821414,0.191564369094872,0.1975376535314506,0.1907557455708831
abalone,'Sex',4177,0.4077,0.3614,1.1389,0.0012,0.6657,1.0969,1.5383,1.0,0.0,,,1.0,1.0,RandomForest,0.2177778475583517,0.213796728696364,0.2248329539072512,0.2176916381034312,0.2197123869837424,0.2201921711101351,0.2223630194699606,0.2141680963049298
abalone,'Sex',4177,0.4077,0.3614,1.1389,0.0012,0.6657,1.0969,1.5383,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.4056,0.3701,1.1782,0.0012,0.6649,1.0956,1.3831,1.0,0.0,,,1.0,1.0,SVC,0.2084880282153859,0.2153355677890437,0.2073746199705543,0.2116276315724854,0.2116276315724854,0.2080563945926844,0.2099128269990982,0.2153355677890437
abalone,'Sex',4177,0.3512,0.3679,1.1688,0.0011,0.6651,1.096,1.8292,1.0,0.0,,,1.0,1.0,DecisionTree,0.2154015764373565,0.2173065384297761,0.2113835231755109,0.2122896823525808,0.2122896823525808,0.2102809421872628,0.2118790713001226,0.2169894515119425
abalone,'Sex',4177,0.3512,0.3679,1.1688,0.0011,0.6651,1.096,1.8292,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2322631963649738,0.2268941431849768,0.2263354922714367,0.2166497220023843,0.2166497220023843,0.2224298223113745,0.2224249495558187,0.2268941431849768
abalone,'Sex',4177,0.3512,0.3679,1.1688,0.0011,0.6651,1.096,1.8292,1.0,0.0,,,1.0,1.0,KNN,0.1942739109420251,0.1918208218799648,0.1874660400649842,0.1884204948591404,0.1884204948591404,0.1969008047332443,0.1868028012698161,0.1918208218799648
abalone,'Sex',4177,0.3512,0.3679,1.1688,0.0011,0.6651,1.096,1.8292,1.0,0.0,,,1.0,1.0,RandomForest,0.2251210031630555,0.2160905916161038,0.2176908612448495,0.2158756566030337,0.2188741249699745,0.2153680701345277,0.2144878568728705,0.2203830004098046
abalone,'Sex',4177,0.3512,0.3679,1.1688,0.0011,0.6651,1.096,1.8292,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.3558,0.3742,1.2147,0.0011,0.6644,1.0948,4.368,1.0,0.0,,,1.0,1.0,SVC,0.2089480015338247,0.2083110526907705,0.1970151498249844,0.2042147614921564,0.2042147614921564,0.211953528388485,0.2067184325326996,0.2083110526907705
abalone,'Sex',4177,0.2882,0.3653,1.1516,0.001,0.6654,1.0963,1.2437,1.0,0.0,,,1.0,1.0,DecisionTree,0.2041164574334137,0.2097508864003193,0.2143913166831769,0.2101777147529087,0.2101777147529087,0.2062976191680437,0.2105144563539663,0.2097508864003193
abalone,'Sex',4177,0.2882,0.3653,1.1516,0.001,0.6654,1.0963,1.2437,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2233224965883404,0.2196065040965405,0.2205231588985857,0.2213739238210178,0.2213739238210178,0.2226576637454039,0.2264934553008764,0.2196065040965405
abalone,'Sex',4177,0.2882,0.3653,1.1516,0.001,0.6654,1.0963,1.2437,1.0,0.0,,,1.0,1.0,KNN,0.1942630915840631,0.1907553647341519,0.1915746314117777,0.1918711456384559,0.1918711456384559,0.1925870244469535,0.1931013351826842,0.1907553647341519
abalone,'Sex',4177,0.2882,0.3653,1.1516,0.001,0.6654,1.0963,1.2437,1.0,0.0,,,1.0,1.0,RandomForest,0.2215798039850551,0.2215830617880269,0.2237269579995503,0.2219485596692728,0.2236544223735138,0.2220990337092503,0.2233031540579047,0.2211395662633101
abalone,'Sex',4177,0.2882,0.3653,1.1516,0.001,0.6654,1.0963,1.2437,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.305,0.3545,1.1246,0.001,0.6661,1.0974,0.7909,1.0,0.0,,,1.0,1.0,SVC,0.2091430328284778,0.2131757499997627,0.2070960022254577,0.2074023733676626,0.2077045656663269,0.2099638776865417,0.2092729722012163,0.2131757499997627
