name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,'Sex',4177,0.5044,0.3734,1.2408,0.0014,0.6643,1.0946,4.8607,1.0,0.0,,,1.0,1.0,DecisionTree,0.2110293242817179,0.2086300940503074,0.2109892799614581,0.2090990994179892,0.2090990994179892,0.2099852579891753,0.2109078170226488,0.2086300940503074
abalone,'Sex',4177,0.5044,0.3734,1.2408,0.0014,0.6643,1.0946,4.8607,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2301634080939405,0.2235325201430785,0.2199491394294741,0.2223380942171735,0.2235474928088102,0.2252323432658095,0.2244434283410336,0.2235325201430785
abalone,'Sex',4177,0.5044,0.3734,1.2408,0.0014,0.6643,1.0946,4.8607,1.0,0.0,,,1.0,1.0,KNN,0.2014086155644835,0.1938211904414677,0.2049943940922114,0.1900804745957783,0.1900511113442353,0.205139972757635,0.2028118019306146,0.1938211904414677
abalone,'Sex',4177,0.5044,0.3734,1.2408,0.0014,0.6643,1.0946,4.8607,1.0,0.0,,,1.0,1.0,RandomForest,0.2176190692646706,0.2220970121068336,0.2185032322921296,0.211993137325658,0.2142810819867296,0.2208743769883791,0.2184692949549329,0.2190213983506694
abalone,'Sex',4177,0.5044,0.3734,1.2408,0.0014,0.6643,1.0946,4.8607,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.4958,0.3642,1.1517,0.0014,0.6655,1.0965,1.9955,1.0,0.0,,,1.0,1.0,SVC,0.1987990341295907,0.20646875925929,0.1964606677262227,0.2004248992733404,0.2004407808926235,0.2089244896443162,0.2047504302743487,0.20646875925929
abalone,'Sex',4177,0.451,0.3703,1.1891,0.0013,0.6649,1.0956,2.0232,1.0,0.0,,,1.0,1.0,DecisionTree,0.20681864014443,0.2036680601816471,0.209037418360147,0.2166501016907887,0.2166501016907887,0.2178899729476854,0.2143468262974213,0.2036680601816471
abalone,'Sex',4177,0.451,0.3703,1.1891,0.0013,0.6649,1.0956,2.0232,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2275540088681744,0.2217400471500243,0.2228524657517606,0.2252300446359186,0.2252300446359186,0.2221960555550679,0.2207031955212765,0.2217400471500243
abalone,'Sex',4177,0.451,0.3703,1.1891,0.0013,0.6649,1.0956,2.0232,1.0,0.0,,,1.0,1.0,KNN,0.1930256185359771,0.1908842596628276,0.1932350903084054,0.1964640451699228,0.1964640451699228,0.1976190627327155,0.1965619797042595,0.1908842596628276
abalone,'Sex',4177,0.451,0.3703,1.1891,0.0013,0.6649,1.0956,2.0232,1.0,0.0,,,1.0,1.0,RandomForest,0.2214359578825094,0.2154000101536069,0.2129220969441494,0.2281911459249325,0.2281815281223457,0.225896716022904,0.2272030799962181,0.2181427286090568
abalone,'Sex',4177,0.451,0.3703,1.1891,0.0013,0.6649,1.0956,2.0232,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.453,0.3672,1.1718,0.0013,0.6652,1.096,4.2815,1.0,0.0,,,1.0,1.0,SVC,0.2028716525031357,0.2104077007071375,0.2063996524151214,0.2074576406183299,0.2074576406183299,0.2077391053690208,0.2054028787148465,0.2104077007071375
abalone,'Sex',4177,0.4094,0.3705,1.1901,0.0012,0.6648,1.0955,2.1827,1.0,0.0,,,1.0,1.0,DecisionTree,0.2120521441443309,0.20898018524974,0.2099194824318943,0.2123436005173524,0.2126539153408972,0.2064841822675966,0.2089425860613938,0.20898018524974
abalone,'Sex',4177,0.4094,0.3705,1.1901,0.0012,0.6648,1.0955,2.1827,1.0,0.0,,,1.0,1.0,LogisticRegression,0.226577361720831,0.2228094489908905,0.2218142037517983,0.2272735837334572,0.2270955888442961,0.2253855449626922,0.2233660593665367,0.2228094489908905
abalone,'Sex',4177,0.4094,0.3705,1.1901,0.0012,0.6648,1.0955,2.1827,1.0,0.0,,,1.0,1.0,KNN,0.1912975003171918,0.195409973588528,0.1968963560574244,0.1939646196479718,0.1935992551797257,0.1901401044005618,0.1899210288603958,0.195409973588528
abalone,'Sex',4177,0.4094,0.3705,1.1901,0.0012,0.6648,1.0955,2.1827,1.0,0.0,,,1.0,1.0,RandomForest,0.2210295251900023,0.2178801785296409,0.2248989395291109,0.2231294725981849,0.2250036838069136,0.2216380320795636,0.2175994053511032,0.2171560325906286
abalone,'Sex',4177,0.4094,0.3705,1.1901,0.0012,0.6648,1.0955,2.1827,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.4015,0.358,1.1174,0.0012,0.666,1.0973,1.0377,1.0,0.0,,,1.0,1.0,SVC,0.2075449709934241,0.2099202551794884,0.2086757045320561,0.2040501554931528,0.2025992271153116,0.2103144935433214,0.2095318611496667,0.2099202551794884
abalone,'Sex',4177,0.3474,0.3701,1.1829,0.0011,0.6649,1.0956,1.4106,1.0,0.0,,,1.0,1.0,DecisionTree,0.2075905630364947,0.2122948500664323,0.216521951609539,0.2105270985519482,0.2105075218285285,0.2121038514491843,0.2108280848317129,0.2122948500664323
abalone,'Sex',4177,0.3474,0.3701,1.1829,0.0011,0.6649,1.0956,1.4106,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2260536390959808,0.2197195577991509,0.2196262735593826,0.220910003393348,0.2212026259999788,0.2256841410466311,0.2209362215091327,0.2197195577991509
abalone,'Sex',4177,0.3474,0.3701,1.1829,0.0011,0.6649,1.0956,1.4106,1.0,0.0,,,1.0,1.0,KNN,0.1927257011502438,0.1926046091043218,0.1914296986040621,0.1997983311771394,0.1997335203923056,0.1905350572837701,0.1888935263647572,0.1926046091043218
abalone,'Sex',4177,0.3474,0.3701,1.1829,0.0011,0.6649,1.0956,1.4106,1.0,0.0,,,1.0,1.0,RandomForest,0.216268659721252,0.2212761269895178,0.2161340035325162,0.2184120388760908,0.221949636398064,0.2196141390805406,0.2205734595638344,0.2205970644135805
abalone,'Sex',4177,0.3474,0.3701,1.1829,0.0011,0.6649,1.0956,1.4106,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.3541,0.3599,1.145,0.0011,0.6658,1.0969,1.0283,1.0,0.0,,,1.0,1.0,SVC,0.2084444087923347,0.2102182319067093,0.2008704739287005,0.2085921618448874,0.2085921618448874,0.2172041908967611,0.2129192530771201,0.2102182319067093
abalone,'Sex',4177,0.2995,0.3722,1.225,0.001,0.6644,1.095,1.6427,1.0,0.0,,,1.0,1.0,DecisionTree,0.21228277449581,0.2166193529570132,0.2167361599565569,0.2129526648025112,0.213308515328141,0.2049703620675055,0.2066608175210148,0.2166193529570132
abalone,'Sex',4177,0.2995,0.3722,1.225,0.001,0.6644,1.095,1.6427,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2197568783758241,0.2188947315030908,0.2193926711641527,0.2183988440007412,0.2186510242803894,0.2225890015638286,0.2203906218235209,0.2188947315030908
abalone,'Sex',4177,0.2995,0.3722,1.225,0.001,0.6644,1.095,1.6427,1.0,0.0,,,1.0,1.0,KNN,0.2014575347239632,0.1987709979431761,0.2012214800044597,0.1931126466092547,0.1946373812403555,0.1951502915395433,0.1896313848173901,0.1987709979431761
abalone,'Sex',4177,0.2995,0.3722,1.225,0.001,0.6644,1.095,1.6427,1.0,0.0,,,1.0,1.0,RandomForest,0.2210772276168316,0.2253713256651622,0.2211879258994189,0.2229534129800137,0.226049530466638,0.2271114507010574,0.219573021561416,0.2236228952323805
abalone,'Sex',4177,0.2995,0.3722,1.225,0.001,0.6644,1.095,1.6427,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.289,0.3687,1.1876,0.001,0.665,1.0958,1.9479,1.0,0.0,,,1.0,1.0,SVC,0.2071583333436866,0.2112875547405927,0.2033510267892607,0.2059484324243798,0.2067806913613233,0.2077952622365423,0.2112785476046199,0.2112875547405927
abalone,'Sex',4177,0.2454,0.3633,1.1554,0.001,0.6655,1.0966,1.2756,1.0,0.0,,,1.0,1.0,DecisionTree,0.2126100150134665,0.2140442881219188,0.2024152476649508,0.2110905557199216,0.211388960822297,0.2156762021083679,0.2130031250980846,0.2140442881219188
