name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,'Sex',4177,0.4913,0.3699,1.1927,0.0014,0.6649,1.0956,1.2493,1.0,0.0,,,1.0,1.0,DecisionTree,0.2130581609060644,0.2092931196386997,0.2102317346957743,0.2086308131155277,0.2086308131155277,0.2110285386268638,0.2102212870027893,0.2093206388512565
abalone,'Sex',4177,0.4913,0.3699,1.1927,0.0014,0.6649,1.0956,1.2493,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2210200233228026,0.2184944554888929,0.2176916007475972,0.2148266229648291,0.2148266229648291,0.2216499935169462,0.2192773330310202,0.2184944554888929
abalone,'Sex',4177,0.4913,0.3699,1.1927,0.0014,0.6649,1.0956,1.2493,1.0,0.0,,,1.0,1.0,KNN,0.1959755378241822,0.1954413614529241,0.1842412594881709,0.1896395872228304,0.1896395872228304,0.1968804118581542,0.1886734694217462,0.1954413614529241
abalone,'Sex',4177,0.4913,0.3699,1.1927,0.0014,0.6649,1.0956,1.2493,1.0,0.0,,,1.0,1.0,RandomForest,0.2115059577242706,0.2144348714681862,0.2087944969566075,0.2094255069846792,0.2097325884618585,0.2220336193157069,0.2220708322143362,0.2161911886401856
abalone,'Sex',4177,0.4913,0.3699,1.1927,0.0014,0.6649,1.0956,1.2493,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.5008,0.3707,1.1874,0.0014,0.6649,1.0955,11.4522,1.0,0.0,,,1.0,1.0,SVC,0.200296717148554,0.2090985845169441,0.2080902272159096,0.1992158834563069,0.1932409801633606,0.2171577989946527,0.2087099138923149,0.2090985845169441
abalone,'Sex',4177,0.4388,0.3626,1.1471,0.0013,0.6657,1.0967,4.3582,1.0,0.0,,,1.0,1.0,DecisionTree,0.2125168836877513,0.212991467843103,0.2057370526781041,0.2072495052326085,0.2072495052326085,0.2139546248579321,0.2082213264324204,0.212991467843103
abalone,'Sex',4177,0.4388,0.3626,1.1471,0.0013,0.6657,1.0967,4.3582,1.0,0.0,,,1.0,1.0,LogisticRegression,0.21629210680861,0.2175016094857388,0.2207862791628549,0.2193637717188319,0.2193637717188319,0.2244002752986715,0.2244645918037121,0.2175016094857388
abalone,'Sex',4177,0.4388,0.3626,1.1471,0.0013,0.6657,1.0967,4.3582,1.0,0.0,,,1.0,1.0,KNN,0.1911716341009622,0.1859063558648284,0.1797442189269677,0.1838268179002141,0.1838268179002141,0.1974448127571257,0.190092322928367,0.1859063558648284
abalone,'Sex',4177,0.4388,0.3626,1.1471,0.0013,0.6657,1.0967,4.3582,1.0,0.0,,,1.0,1.0,RandomForest,0.2181507920985562,0.2108408900198163,0.2140111136362283,0.2153710150893363,0.2187336172103225,0.2180588013155384,0.2209762135029646,0.2093643799223874
abalone,'Sex',4177,0.4388,0.3626,1.1471,0.0013,0.6657,1.0967,4.3582,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.4451,0.3585,1.1215,0.0013,0.666,1.0972,1.8488,1.0,0.0,,,1.0,1.0,SVC,0.2029410893199147,0.2049441469129889,0.2066010987512944,0.2056604394107495,0.2056840788619328,0.2105856215953931,0.2100214086294741,0.2049441469129889
abalone,'Sex',4177,0.4,0.3643,1.1484,0.0012,0.6655,1.0965,1.2283,1.0,0.0,,,1.0,1.0,DecisionTree,0.2098209784685246,0.2132725094445877,0.2073842176669872,0.2024502451806509,0.2024502451806509,0.2130302271391582,0.2083290736893773,0.2132725094445877
abalone,'Sex',4177,0.4,0.3643,1.1484,0.0012,0.6655,1.0965,1.2283,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2212793255399224,0.2148045189788897,0.2184771144156908,0.2116360326974349,0.2116360326974349,0.2242014719403671,0.2213328353103796,0.2148045189788897
abalone,'Sex',4177,0.4,0.3643,1.1484,0.0012,0.6655,1.0965,1.2283,1.0,0.0,,,1.0,1.0,KNN,0.1939477354658124,0.1953802592883731,0.1916093830681501,0.1881899263534601,0.1881899263534601,0.1980252855751311,0.1928107234032368,0.1953802592883731
abalone,'Sex',4177,0.4,0.3643,1.1484,0.0012,0.6655,1.0965,1.2283,1.0,0.0,,,1.0,1.0,RandomForest,0.21994431400513,0.2141390234615639,0.2224941251510346,0.2119100687554101,0.2148429722451655,0.2205926756775508,0.217034182974185,0.2164495334359784
abalone,'Sex',4177,0.4,0.3643,1.1484,0.0012,0.6655,1.0965,1.2283,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,'Sex',4177,0.3931,0.3598,1.153,0.0012,0.6658,1.0969,0.955,1.0,0.0,,,1.0,1.0,SVC,0.1964035202475412,0.200343660190108,0.1996085581251436,0.208612076277967,0.208612076277967,0.2065948066764051,0.2054876406995252,0.200343660190108
abalone,'Sex',4177,0.3625,0.3751,1.2065,0.0011,0.6643,1.0947,11.4835,1.0,0.0,,,1.0,1.0,DecisionTree,0.2126717130675112,0.2078345365232942,0.2136970648046903,0.2119083107035993,0.2119083107035993,0.2146358321501232,0.2170525523273159,0.2078345365232942
