name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,best_methods
abalone,'Sex',4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,DecisionTree,"['impute_random_forest', 'impute_logistic_regression', 'impute_random', 'impute_mice', 'impute_knn', 'impute_standard', 'impute_kproto', 'impute_mode']"
abalone,'Sex',4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,LogisticRegression,"['impute_logistic_regression', 'impute_random_forest', 'impute_standard', 'impute_mice', 'impute_knn', 'impute_random', 'impute_kproto', 'impute_mode']"
abalone,'Sex',4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,KNN,"['impute_random_forest', 'impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression', 'impute_knn', 'impute_mice']"
abalone,'Sex',4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,RandomForest,"['impute_random_forest', 'impute_knn', 'impute_logistic_regression', 'impute_mice', 'impute_standard', 'impute_mode', 'impute_kproto']"
abalone,'Sex',4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,AdaBoost,"['impute_kproto', 'impute_random_forest', 'impute_logistic_regression', 'impute_mice', 'impute_knn', 'impute_random', 'impute_mode', 'impute_standard']"
abalone,'Sex',4177.0,0.1514125,0.3657875,1.1641124999999999,0.0008250000000000001,0.6652375,1.096225,5.9823,1.0,0.0,,,1.0,1.0,SVC,"['impute_random_forest', 'impute_random', 'impute_logistic_regression', 'impute_mice', 'impute_knn']"
abalone,'Sex',4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,DecisionTree,"['impute_mice', 'impute_knn', 'impute_random_forest', 'impute_logistic_regression', 'impute_kproto', 'impute_mode', 'impute_standard', 'impute_random']"
abalone,'Sex',4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,LogisticRegression,"['impute_random_forest', 'impute_mice', 'impute_logistic_regression', 'impute_knn', 'impute_random', 'impute_kproto', 'impute_mode', 'impute_standard']"
abalone,'Sex',4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,KNN,"['impute_random_forest', 'impute_mice', 'impute_knn', 'impute_kproto', 'impute_mode', 'impute_logistic_regression', 'impute_standard']"
abalone,'Sex',4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,RandomForest,"['impute_logistic_regression', 'impute_random_forest', 'impute_knn', 'impute_mice']"
abalone,'Sex',4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,AdaBoost,"['impute_kproto', 'impute_random_forest', 'impute_logistic_regression', 'impute_mice', 'impute_knn', 'impute_random', 'impute_mode', 'impute_standard']"
abalone,'Sex',4177.0,0.10049999999999999,0.3646375,1.1629625000000001,0.0008000000000000001,0.6653249999999999,1.0963625000000001,7.905575,1.0,0.0,,,1.0,1.0,SVC,"['impute_random_forest', 'impute_mice', 'impute_knn', 'impute_logistic_regression', 'impute_random', 'impute_kproto', 'impute_mode']"
abalone,'Sex',4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,DecisionTree,"['impute_random_forest', 'impute_mice', 'impute_knn', 'impute_standard', 'impute_logistic_regression', 'impute_random', 'impute_mode', 'impute_kproto']"
abalone,'Sex',4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,LogisticRegression,"['impute_logistic_regression', 'impute_random_forest', 'impute_random', 'impute_mode', 'impute_kproto', 'impute_mice', 'impute_knn', 'impute_standard']"
abalone,'Sex',4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,KNN,"['impute_knn', 'impute_standard', 'impute_mice', 'impute_random_forest', 'impute_mode', 'impute_logistic_regression', 'impute_kproto', 'impute_random']"
abalone,'Sex',4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,RandomForest,"['impute_random_forest', 'impute_kproto', 'impute_logistic_regression', 'impute_knn', 'impute_mice', 'impute_random', 'impute_mode']"
abalone,'Sex',4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,AdaBoost,"['impute_kproto', 'impute_random_forest', 'impute_logistic_regression', 'impute_mice', 'impute_knn', 'impute_random', 'impute_mode', 'impute_standard']"
abalone,'Sex',4177.0,0.0489,0.3659,1.1688749999999999,0.0007875000000000001,0.6651875,1.0961875,9.2966625,1.0,0.0,,,1.0,1.0,SVC,"['impute_random_forest', 'impute_logistic_regression', 'impute_knn', 'impute_mice', 'impute_random', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.49805,0.036125,5.89945,0.021124999999999998,0.981425,4.031225,0.0056125,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_standard', 'impute_kproto', 'impute_mode', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.49805,0.036125,5.89945,0.021124999999999998,0.981425,4.031225,0.0056125,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.49805,0.036125,5.89945,0.021124999999999998,0.981425,4.031225,0.0056125,8.0,0.0,,,8.0,8.0,KNN,"['impute_kproto', 'impute_mode', 'impute_standard']"
BachChoralHarmony,V1,5665.0,0.49805,0.036125,5.89945,0.021124999999999998,0.981425,4.031225,0.0056125,8.0,0.0,,,8.0,8.0,RandomForest,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.49805,0.036125,5.89945,0.021124999999999998,0.981425,4.031225,0.0056125,8.0,0.0,,,8.0,8.0,AdaBoost,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_random', 'impute_logistic_regression', 'impute_random_forest', 'impute_mice', 'impute_knn']"
BachChoralHarmony,V1,5665.0,0.5016125,0.03665,6.068762499999999,0.02125,0.9814625,4.0317625,0.0036000000000000003,8.0,0.0,,,8.0,8.0,SVC,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.4499875,0.035300000000000005,5.1420375,0.01925,0.9815625000000001,4.0356875,0.005525,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_standard', 'impute_kproto', 'impute_mode', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.4499875,0.035300000000000005,5.1420375,0.01925,0.9815625000000001,4.0356875,0.005525,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.4499875,0.035300000000000005,5.1420375,0.01925,0.9815625000000001,4.0356875,0.005525,8.0,0.0,,,8.0,8.0,KNN,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.4499875,0.035300000000000005,5.1420375,0.01925,0.9815625000000001,4.0356875,0.005525,8.0,0.0,,,8.0,8.0,RandomForest,"['impute_standard', 'impute_mode', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.4499875,0.035300000000000005,5.1420375,0.01925,0.9815625000000001,4.0356875,0.005525,8.0,0.0,,,8.0,8.0,AdaBoost,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_random', 'impute_logistic_regression', 'impute_random_forest', 'impute_mice', 'impute_knn']"
BachChoralHarmony,V1,5665.0,0.449675,0.035199999999999995,4.795087500000001,0.01925,0.9815375,4.034725,0.005,8.0,0.0,,,8.0,8.0,SVC,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.403025,0.0371875,5.3816125,0.0177375,0.9814875,4.034475,0.004675,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_standard', 'impute_mode', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.403025,0.0371875,5.3816125,0.0177375,0.9814875,4.034475,0.004675,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.403025,0.0371875,5.3816125,0.0177375,0.9814875,4.034475,0.004675,8.0,0.0,,,8.0,8.0,KNN,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.403025,0.0371875,5.3816125,0.0177375,0.9814875,4.034475,0.004675,8.0,0.0,,,8.0,8.0,RandomForest,"['impute_standard', 'impute_mode', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.403025,0.0371875,5.3816125,0.0177375,0.9814875,4.034475,0.004675,8.0,0.0,,,8.0,8.0,AdaBoost,"['impute_logistic_regression', 'impute_mice', 'impute_knn', 'impute_random', 'impute_random_forest', 'impute_kproto', 'impute_mode', 'impute_standard']"
BachChoralHarmony,V1,5665.0,0.4062125,0.0355625,5.27845,0.0178625,0.9814750000000001,4.033862500000001,0.0042375,8.0,0.0,,,8.0,8.0,SVC,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.35063750000000005,0.036625,5.524825,0.016312499999999997,0.9814750000000001,4.034825,0.005512499999999999,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_kproto', 'impute_standard', 'impute_mode', 'impute_logistic_regression', 'impute_random']"
BachChoralHarmony,V1,5665.0,0.35063750000000005,0.036625,5.524825,0.016312499999999997,0.9814750000000001,4.034825,0.005512499999999999,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_kproto', 'impute_mode', 'impute_standard']"
BachChoralHarmony,V1,5665.0,0.35063750000000005,0.036625,5.524825,0.016312499999999997,0.9814750000000001,4.034825,0.005512499999999999,8.0,0.0,,,8.0,8.0,KNN,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.35063750000000005,0.036625,5.524825,0.016312499999999997,0.9814750000000001,4.034825,0.005512499999999999,8.0,0.0,,,8.0,8.0,RandomForest,"['impute_standard', 'impute_mode', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.35063750000000005,0.036625,5.524825,0.016312499999999997,0.9814750000000001,4.034825,0.005512499999999999,8.0,0.0,,,8.0,8.0,AdaBoost,"['impute_random_forest', 'impute_logistic_regression', 'impute_kproto', 'impute_mode', 'impute_standard', 'impute_knn', 'impute_random', 'impute_mice']"
BachChoralHarmony,V1,5665.0,0.35312499999999997,0.03690000000000001,5.5136125,0.016375,0.9814750000000001,4.0343625,0.00535,8.0,0.0,,,8.0,8.0,SVC,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.30046249999999997,0.036925,5.1794875000000005,0.0151375,0.981525,4.0367625,0.004475000000000001,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_standard', 'impute_mode', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.30046249999999997,0.036925,5.1794875000000005,0.0151375,0.981525,4.0367625,0.004475000000000001,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.30046249999999997,0.036925,5.1794875000000005,0.0151375,0.981525,4.0367625,0.004475000000000001,8.0,0.0,,,8.0,8.0,KNN,"['impute_standard', 'impute_kproto', 'impute_mode', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.30046249999999997,0.036925,5.1794875000000005,0.0151375,0.981525,4.0367625,0.004475000000000001,8.0,0.0,,,8.0,8.0,RandomForest,"['impute_mode', 'impute_standard', 'impute_kproto']"
BachChoralHarmony,V1,5665.0,0.30046249999999997,0.036925,5.1794875000000005,0.0151375,0.981525,4.0367625,0.004475000000000001,8.0,0.0,,,8.0,8.0,AdaBoost,"['impute_logistic_regression', 'impute_random_forest', 'impute_random', 'impute_kproto', 'impute_mode', 'impute_standard', 'impute_knn', 'impute_mice']"
BachChoralHarmony,V1,5665.0,0.3003375,0.038012500000000005,6.0716,0.015125000000000001,0.9814375000000001,4.0343374999999995,0.0052125,8.0,0.0,,,8.0,8.0,SVC,"['impute_kproto', 'impute_mode', 'impute_standard', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.25106249999999997,0.0358375,4.7836,0.0141375,0.9815500000000001,4.038,0.004425,8.0,0.0,,,8.0,8.0,DecisionTree,"['impute_standard', 'impute_kproto', 'impute_mode', 'impute_logistic_regression']"
BachChoralHarmony,V1,5665.0,0.25106249999999997,0.0358375,4.7836,0.0141375,0.9815500000000001,4.038,0.004425,8.0,0.0,,,8.0,8.0,LogisticRegression,"['impute_standard', 'impute_kproto', 'impute_mode']"
BachChoralHarmony,V1,5665.0,0.25106249999999997,0.0358375,4.7836,0.0141375,0.9815500000000001,4.038,0.004425,8.0,0.0,,,8.0,8.0,KNN,"['impute_standard', 'impute_kproto', 'impute_mode']"
