name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_expectation_maximization,impute_soft_imputer,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_gain,impute_vae,impute_mlp
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,DecisionTree,0.1644979433349884,0.1687341023435241,0.1681894524994039,0.1681894524994039,0.1681894524994039,0.1698304009354013,0.1745738628475988,0.1665335285203536,0.1717854737948061
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,LogisticRegression,0.1742772440806456,0.1542786878613079,0.1755756911289792,0.1752492343948239,0.1738251502287273,0.1759603187413464,0.1793339456282306,0.158663143757061,0.1765164673342691
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,KNN,0.1689608775860551,0.1626546402662723,0.1678773037315384,0.1648170734898027,0.1646989909950491,0.1592290752473596,0.1743591021961069,0.1671408082728206,0.1614684310624332
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,RandomForest,0.1744135902950061,0.1754474212180948,0.1753212929038008,0.1751463900038148,0.1760018268396297,0.1752344457696897,0.1840312107490601,0.1770711322796739,0.1731857210320614
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,AdaBoost,0.0930465465581287,0.0930271090327033,0.0965497606737345,0.0965497606737345,0.0965497606737345,0.0965497606737345,0.0965497606737345,0.072849732940427,0.0965497606737345
abalone,'Length',4177.0,0.4937,0.061,0.11,0.8,0.5239,0.54,0.1192,-0.5892,-0.0701,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.499,0.0057,SVC,0.1707034794135248,0.1531488793502626,0.1641960256342636,0.1637100331401995,0.163636221893971,0.1643784692263102,0.1621737762288171,0.1681764578264094,0.1654139898129728
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,DecisionTree,0.1659965293214936,0.1684689900489738,0.1679309040935073,0.1728597762188731,0.1731208038727407,0.1728609112387463,0.1694675727655976,0.1682342902024973,0.1706965310339093
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,LogisticRegression,0.1707328431608535,0.1562698245273476,0.1749310735517881,0.1737478863227982,0.1752497920841038,0.1748342698327314,0.1783709194872129,0.1681035995788754,0.1768507118774447
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,KNN,0.1712682032850096,0.1589482460652106,0.1640974427843222,0.1659359832341471,0.1646958204170262,0.1639855216602437,0.172349655117578,0.1682963264573424,0.1670644768614206
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,RandomForest,0.1773348430266185,0.1773418819934461,0.1839614608017545,0.1844211729132642,0.1843787967565794,0.1842048042384,0.1873331098646537,0.1813663228073354,0.1833986360994879
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,AdaBoost,0.0862993838152719,0.0812876889026988,0.0851291007802917,0.0851291007802917,0.0851291007802917,0.0851291007802917,0.0851291007802917,0.0862993838152719,0.0851291007802917
abalone,'Length',4177.0,0.4412,0.0557,0.075,0.815,0.5224,0.54,0.1197,-0.6181,0.0352,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5057,0.0056,SVC,0.1669215072441806,0.1557320975551298,0.1623770270034041,0.163003037251528,0.1629236604531032,0.1633235884617019,0.1627213089187355,0.1628657295945467,0.162427499935043
abalone,'Length',4177.0,0.4032,0.0521,0.075,0.8,0.5242,0.545,0.1199,-0.708,0.1745,0.075,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4952,0.0053,DecisionTree,0.1846717675518445,0.190055926456905,0.1742088002354064,0.1742869405454332,0.1742088002354064,0.1741810814488922,0.1789734165523175,0.1821974017604073,0.1765519049751102
abalone,'Length',4177.0,0.4032,0.0521,0.075,0.8,0.5242,0.545,0.1199,-0.708,0.1745,0.075,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4952,0.0053,LogisticRegression,0.1796796288388373,0.1761528448554432,0.1829595407533686,0.1814479177421952,0.1830111759957983,0.1827409797336728,0.1813182363329793,0.1739592602616792,0.182101094926012
abalone,'Length',4177.0,0.4032,0.0521,0.075,0.8,0.5242,0.545,0.1199,-0.708,0.1745,0.075,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4952,0.0053,KNN,0.1659850710047286,0.1633387252420041,0.166494938653936,0.1574432766796623,0.1615034093376952,0.161955483076045,0.1742061300535873,0.1702378509205553,0.1672561135616674
abalone,'Length',4177.0,0.4032,0.0521,0.075,0.8,0.5242,0.545,0.1199,-0.708,0.1745,0.075,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4952,0.0053,RandomForest,0.1859826752846438,0.1812625498106022,0.1854619173462652,0.1841813919607972,0.1859204059583531,0.1864941779212472,0.1898109166127236,0.1835942052480876,0.1862623257881863
