name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_expectation_maximization,impute_soft_imputer,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_gain,impute_vae,impute_mlp
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,DecisionTree,0.1728638346596718,0.1591121810040193,0.1656654548460058,0.1674624688976029,0.1656096232270099,0.1666239475248287,0.1642528083132379,0.1789545488638473,0.1644019087389185
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,LogisticRegression,0.1725677212082748,0.1434558776448718,0.1610559008020342,0.162619903494697,0.1615749838020526,0.161802553278313,0.1610987644479268,0.1574180022701249,0.1608711416148602
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,KNN,0.1726845566563165,0.155675836005451,0.1677497016139321,0.166234159411919,0.1657546714787943,0.1663249478387124,0.171885422463707,0.1704756832749209,0.172499488949097
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,RandomForest,0.1834747209074332,0.1802196451282014,0.1777040013629595,0.1775942717641724,0.1775957689058808,0.1778181294246801,0.180514878903884,0.186673893913606,0.1777012696709485
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,AdaBoost,0.0797826933873684,0.0797826933873684,0.0886127739485737,0.0886127739485737,0.0886127739485737,0.0886127739485737,0.0886127739485737,0.0797826933873684,0.0886127739485737
abalone,'Length',4177.0,0.4913,0.0602,0.15,0.815,0.5254,0.545,0.1185,-0.5949,-0.0028,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.4906,0.0058,SVC,0.1786122212466152,0.1444583796372459,0.1628530992664506,0.1614604590826501,0.1628457145035066,0.1621467386395953,0.1627419678096381,0.1721740036298836,0.1617376724169451
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,DecisionTree,0.1738281615358546,0.1651203624826114,0.1721475791088568,0.1721521792343568,0.1714755543818101,0.1711331787633845,0.1687657876042622,0.1753589202997803,0.1768951913040767
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,LogisticRegression,0.1695865451320354,0.1519031712216692,0.1677762425800522,0.1681276059184127,0.1677597700946318,0.1681703356277087,0.1696007574165224,0.174324040776286,0.171118864213863
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,KNN,0.1479420693187646,0.1499172919122813,0.162920334002545,0.1637771840419213,0.1625486864136079,0.1566808250566653,0.1586685322066957,0.1647548524081185,0.1464890965371814
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,RandomForest,0.1825280081095656,0.1696468238917002,0.1739326711307678,0.1739815075809987,0.174992020616948,0.1751751674696855,0.1797501121505283,0.1824043531126591,0.173830281947273
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,AdaBoost,0.0868133951975542,0.0868133951975542,0.0954700444046143,0.0954700444046143,0.0954700444046143,0.0954700444046143,0.0954833709443569,0.0868133951975542,0.0955012556987919
abalone,'Length',4177.0,0.4592,0.0558,0.13,0.78,0.5221,0.54,0.1196,-0.6275,0.0483,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.4946,0.006,SVC,0.1716877350427135,0.1533267644669471,0.1641981565887803,0.1641981565887803,0.1641981565887803,0.1642004648252557,0.1630292653490198,0.1701797896089464,0.1608561037513113
abalone,'Length',4177.0,0.4012,0.0524,0.075,0.78,0.5257,0.55,0.121,-0.6704,0.0628,0.075,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5041,0.0056,DecisionTree,0.1824646460816976,0.1706682944770692,0.1716160685124034,0.1716160685124034,0.1716160685124034,0.1784817451260931,0.1774873418172547,0.179967668963082,0.1716473987941918
